Fecha-I,Vlo-I,Ori-I,Des-I,Emp-I,Fecha-O,Vlo-O,Ori-O,Des-O,Emp-O,DIA,MES,AÑO,DIANOM,TIPOVUELO,OPERA,SIGLAORI,SIGLADES
2017-02-13 12:45:00,689,SCEL,LIRF,AZA,2017-02-13 12:40:00,689,SCEL,LIRF,AZA,13,2,2017,Lunes,I,Alitalia,Santiago,Roma
2017-02-14 12:45:00,689,SCEL,LIRF,AZA,2017-02-14 12:47:00,689,SCEL,LIRF,AZA,14,2,2017,Martes,I,Alitalia,Santiago,Roma
2017-02-16 12:45:00,689,SCEL,LIRF,AZA,2017-02-16 12:43:00,689,SCEL,LIRF,AZA,16,2,2017,Jueves,I,Alitalia,Santiago,Roma
2017-02-18 12:45:00,689,SCEL,LIRF,AZA,2017-02-18 12:44:00,689,SCEL,LIRF,AZA,18,2,2017,Sabado,I,Alitalia,Santiago,Roma
2017-02-19 12:45:00,689,SCEL,LIRF,AZA,2017-02-19 12:45:00,689,SCEL,LIRF,AZA,19,2,2017,Domingo,I,Alitalia,Santiago,Roma
2017-02-20 12:45:00,689,SCEL,LIRF,AZA,2017-02-20 12:40:00,689,SCEL,LIRF,AZA,20,2,2017,Lunes,I,Alitalia,Santiago,Roma
2017-02-21 12:45:00,689,SCEL,LIRF,AZA,2017-02-21 12:41:00,689,SCEL,LIRF,AZA,21,2,2017,Martes,I,Alitalia,Santiago,Roma
2017-02-23 12:45:00,689,SCEL,LIRF,AZA,2017-02-23 12:47:00,689,SCEL,LIRF,AZA,23,2,2017,Jueves,I,Alitalia,Santiago,Roma
2017-02-25 12:45:00,689,SCEL,LIRF,AZA,2017-02-25 12:56:00,689,SCEL,LIRF,AZA,25,2,2017,Sabado,I,Alitalia,Santiago,Roma
2017-02-26 12:45:00,689,SCEL,LIRF,AZA,2017-02-26 12:39:00,689,SCEL,LIRF,AZA,26,2,2017,Domingo,I,Alitalia,Santiago,Roma
2017-02-27 12:45:00,689,SCEL,LIRF,AZA,2017-02-27 12:50:00,689,SCEL,LIRF,AZA,27,2,2017,Lunes,I,Alitalia,Santiago,Roma
2017-02-28 12:45:00,689,SCEL,LIRF,AZA,2017-02-28 12:57:00,689,SCEL,LIRF,AZA,28,2,2017,Martes,I,Alitalia,Santiago,Roma
2017-02-01 18:45:00,250,SCEL,EGLL,BAW,2017-02-01 19:12:00,250,SCEL,EGLL,BAW,1,2,2017,Miercoles,I,British Airways,Santiago,Londres
2017-02-02 18:45:00,250,SCEL,EGLL,BAW,2017-02-02 18:52:00,250,SCEL,EGLL,BAW,2,2,2017,Jueves,I,British Airways,Santiago,Londres
2017-02-04 18:45:00,250,SCEL,EGLL,BAW,2017-02-04 18:46:00,250,SCEL,EGLL,BAW,4,2,2017,Sabado,I,British Airways,Santiago,Londres
2017-02-06 18:45:00,250,SCEL,EGLL,BAW,2017-02-06 18:48:00,250,SCEL,EGLL,BAW,6,2,2017,Lunes,I,British Airways,Santiago,Londres
2017-02-08 18:45:00,250,SCEL,EGLL,BAW,2017-02-08 18:49:00,250,SCEL,EGLL,BAW,8,2,2017,Miercoles,I,British Airways,Santiago,Londres
2017-02-09 18:45:00,250,SCEL,EGLL,BAW,2017-02-09 18:40:00,250,SCEL,EGLL,BAW,9,2,2017,Jueves,I,British Airways,Santiago,Londres
2017-02-11 18:45:00,250,SCEL,EGLL,BAW,2017-02-11 18:46:00,250,SCEL,EGLL,BAW,11,2,2017,Sabado,I,British Airways,Santiago,Londres
2017-02-13 18:45:00,250,SCEL,EGLL,BAW,2017-02-13 18:47:00,250,SCEL,EGLL,BAW,13,2,2017,Lunes,I,British Airways,Santiago,Londres
2017-02-15 18:45:00,250,SCEL,EGLL,BAW,2017-02-15 18:40:00,250,SCEL,EGLL,BAW,15,2,2017,Miercoles,I,British Airways,Santiago,Londres
2017-02-16 18:45:00,250,SCEL,EGLL,BAW,2017-02-16 18:38:00,250,SCEL,EGLL,BAW,16,2,2017,Jueves,I,British Airways,Santiago,Londres
2017-02-18 18:45:00,250,SCEL,EGLL,BAW,2017-02-18 18:42:00,250,SCEL,EGLL,BAW,18,2,2017,Sabado,I,British Airways,Santiago,Londres
2017-02-20 18:45:00,250,SCEL,EGLL,BAW,2017-02-20 19:13:00,250,SCEL,EGLL,BAW,20,2,2017,Lunes,I,British Airways,Santiago,Londres
2017-02-22 18:45:00,250,SCEL,EGLL,BAW,2017-02-22 19:00:00,250,SCEL,EGLL,BAW,22,2,2017,Miercoles,I,British Airways,Santiago,Londres
2017-02-23 18:45:00,250,SCEL,EGLL,BAW,2017-02-23 19:39:00,250,SCEL,EGLL,BAW,23,2,2017,Jueves,I,British Airways,Santiago,Londres
2017-02-25 18:45:00,250,SCEL,EGLL,BAW,2017-02-25 18:41:00,250,SCEL,EGLL,BAW,25,2,2017,Sabado,I,British Airways,Santiago,Londres
2017-02-27 18:45:00,250,SCEL,EGLL,BAW,2017-02-27 18:45:00,250,SCEL,EGLL,BAW,27,2,2017,Lunes,I,British Airways,Santiago,Londres
2017-02-01 05:51:00,112,SCEL,MPTO,CMP,2017-02-01 06:01:00,112,SCEL,MPTO,CMP,1,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-02 05:51:00,112,SCEL,MPTO,CMP,2017-02-02 05:59:00,112,SCEL,MPTO,CMP,2,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-03 05:51:00,112,SCEL,MPTO,CMP,2017-02-03 05:50:00,112,SCEL,MPTO,CMP,3,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-05 05:51:00,112,SCEL,MPTO,CMP,2017-02-05 05:43:00,112,SCEL,MPTO,CMP,5,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-06 05:51:00,112,SCEL,MPTO,CMP,2017-02-06 05:49:00,112,SCEL,MPTO,CMP,6,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-07 05:51:00,112,SCEL,MPTO,CMP,2017-02-07 05:47:00,112,SCEL,MPTO,CMP,7,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-08 05:51:00,112,SCEL,MPTO,CMP,2017-02-08 05:48:00,112,SCEL,MPTO,CMP,8,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-09 05:51:00,112,SCEL,MPTO,CMP,2017-02-09 05:52:00,112,SCEL,MPTO,CMP,9,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-10 05:51:00,112,SCEL,MPTO,CMP,2017-02-10 05:53:00,112,SCEL,MPTO,CMP,10,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-11 05:51:00,112,SCEL,MPTO,CMP,2017-02-11 05:53:00,112,SCEL,MPTO,CMP,11,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-12 05:51:00,112,SCEL,MPTO,CMP,2017-02-12 05:47:00,112,SCEL,MPTO,CMP,12,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-13 05:51:00,112,SCEL,MPTO,CMP,2017-02-13 05:50:00,112,SCEL,MPTO,CMP,13,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-14 05:51:00,112,SCEL,MPTO,CMP,2017-02-14 05:44:00,112,SCEL,MPTO,CMP,14,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-15 05:51:00,112,SCEL,MPTO,CMP,2017-02-15 05:44:00,112,SCEL,MPTO,CMP,15,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-16 05:51:00,112,SCEL,MPTO,CMP,2017-02-16 05:59:00,112,SCEL,MPTO,CMP,16,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-17 05:51:00,112,SCEL,MPTO,CMP,2017-02-17 05:53:00,112,SCEL,MPTO,CMP,17,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-19 05:51:00,112,SCEL,MPTO,CMP,2017-02-19 05:41:00,112,SCEL,MPTO,CMP,19,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-20 05:51:00,112,SCEL,MPTO,CMP,2017-02-20 05:44:00,112,SCEL,MPTO,CMP,20,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-21 05:51:00,112,SCEL,MPTO,CMP,2017-02-21 05:49:00,112,SCEL,MPTO,CMP,21,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-22 05:51:00,112,SCEL,MPTO,CMP,2017-02-22 05:46:00,112,SCEL,MPTO,CMP,22,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-25 05:51:00,112,SCEL,MPTO,CMP,2017-02-25 05:38:00,112,SCEL,MPTO,CMP,25,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-26 05:51:00,112,SCEL,MPTO,CMP,2017-02-26 05:40:00,112,SCEL,MPTO,CMP,26,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-27 05:51:00,112,SCEL,MPTO,CMP,2017-02-27 05:38:00,112,SCEL,MPTO,CMP,27,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-28 05:51:00,112,SCEL,MPTO,CMP,2017-02-28 05:39:00,112,SCEL,MPTO,CMP,28,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-01 12:08:00,118,SCEL,MPTO,CMP,2017-02-01 12:05:00,118,SCEL,MPTO,CMP,1,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-02 12:08:00,118,SCEL,MPTO,CMP,2017-02-02 11:58:00,118,SCEL,MPTO,CMP,2,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-03 12:08:00,118,SCEL,MPTO,CMP,2017-02-03 11:59:00,118,SCEL,MPTO,CMP,3,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-04 12:08:00,118,SCEL,MPTO,CMP,2017-02-04 12:06:00,118,SCEL,MPTO,CMP,4,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-06 12:08:00,118,SCEL,MPTO,CMP,2017-02-06 12:13:00,118,SCEL,MPTO,CMP,6,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-07 12:08:00,118,SCEL,MPTO,CMP,2017-02-07 12:12:00,118,SCEL,MPTO,CMP,7,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-08 12:08:00,118,SCEL,MPTO,CMP,2017-02-08 12:05:00,118,SCEL,MPTO,CMP,8,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-09 12:08:00,118,SCEL,MPTO,CMP,2017-02-09 12:39:00,118,SCEL,MPTO,CMP,9,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-10 12:08:00,118,SCEL,MPTO,CMP,2017-02-10 12:03:00,118,SCEL,MPTO,CMP,10,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-11 12:08:00,118,SCEL,MPTO,CMP,2017-02-11 12:03:00,118,SCEL,MPTO,CMP,11,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-12 12:08:00,118,SCEL,MPTO,CMP,2017-02-12 12:00:00,118,SCEL,MPTO,CMP,12,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-13 12:08:00,118,SCEL,MPTO,CMP,2017-02-13 12:00:00,118,SCEL,MPTO,CMP,13,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-14 12:08:00,118,SCEL,MPTO,CMP,2017-02-14 12:05:00,118,SCEL,MPTO,CMP,14,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-15 12:08:00,118,SCEL,MPTO,CMP,2017-02-15 12:05:00,118,SCEL,MPTO,CMP,15,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-16 12:08:00,118,SCEL,MPTO,CMP,2017-02-16 11:58:00,118,SCEL,MPTO,CMP,16,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-17 12:08:00,118,SCEL,MPTO,CMP,2017-02-17 11:56:00,118,SCEL,MPTO,CMP,17,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-18 12:08:00,118,SCEL,MPTO,CMP,2017-02-18 12:00:00,118,SCEL,MPTO,CMP,18,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-19 12:08:00,118,SCEL,MPTO,CMP,2017-02-19 12:03:00,118,SCEL,MPTO,CMP,19,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-20 12:08:00,118,SCEL,MPTO,CMP,2017-02-20 11:59:00,118,SCEL,MPTO,CMP,20,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-21 12:08:00,118,SCEL,MPTO,CMP,2017-02-21 12:22:00,118,SCEL,MPTO,CMP,21,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-22 12:08:00,118,SCEL,MPTO,CMP,2017-02-22 12:01:00,118,SCEL,MPTO,CMP,22,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-23 12:08:00,118,SCEL,MPTO,CMP,2017-02-23 11:59:00,118,SCEL,MPTO,CMP,23,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-24 12:08:00,118,SCEL,MPTO,CMP,2017-02-24 12:02:00,118,SCEL,MPTO,CMP,24,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-25 12:08:00,118,SCEL,MPTO,CMP,2017-02-25 12:06:00,118,SCEL,MPTO,CMP,25,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-26 12:08:00,118,SCEL,MPTO,CMP,2017-02-26 12:00:00,118,SCEL,MPTO,CMP,26,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-27 12:08:00,118,SCEL,MPTO,CMP,2017-02-27 12:13:00,118,SCEL,MPTO,CMP,27,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-28 12:08:00,118,SCEL,MPTO,CMP,2017-02-28 12:07:00,118,SCEL,MPTO,CMP,28,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-01 03:20:00,174,SCEL,MPTO,CMP,2017-02-01 03:16:00,174,SCEL,MPTO,CMP,1,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-02 03:20:00,174,SCEL,MPTO,CMP,2017-02-02 03:14:00,174,SCEL,MPTO,CMP,2,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-03 03:20:00,174,SCEL,MPTO,CMP,2017-02-03 03:20:00,174,SCEL,MPTO,CMP,3,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-04 03:20:00,174,SCEL,MPTO,CMP,2017-02-04 03:11:00,174,SCEL,MPTO,CMP,4,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-05 03:20:00,174,SCEL,MPTO,CMP,2017-02-05 03:11:00,174,SCEL,MPTO,CMP,5,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-07 03:20:00,174,SCEL,MPTO,CMP,2017-02-07 03:12:00,174,SCEL,MPTO,CMP,7,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-08 03:20:00,174,SCEL,MPTO,CMP,2017-02-08 03:13:00,174,SCEL,MPTO,CMP,8,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-09 03:20:00,174,SCEL,MPTO,CMP,2017-02-09 03:24:00,174,SCEL,MPTO,CMP,9,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-10 03:20:00,174,SCEL,MPTO,CMP,2017-02-10 03:07:00,174,SCEL,MPTO,CMP,10,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-13 03:20:00,174,SCEL,MPTO,CMP,2017-02-13 03:10:00,174,SCEL,MPTO,CMP,13,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-14 03:20:00,174,SCEL,MPTO,CMP,2017-02-14 03:07:00,174,SCEL,MPTO,CMP,14,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-15 03:20:00,174,SCEL,MPTO,CMP,2017-02-15 03:11:00,174,SCEL,MPTO,CMP,15,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-16 03:20:00,174,SCEL,MPTO,CMP,2017-02-16 03:13:00,174,SCEL,MPTO,CMP,16,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-17 03:20:00,174,SCEL,MPTO,CMP,2017-02-17 03:27:00,174,SCEL,MPTO,CMP,17,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-18 03:20:00,174,SCEL,MPTO,CMP,2017-02-18 03:18:00,174,SCEL,MPTO,CMP,18,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-20 03:20:00,174,SCEL,MPTO,CMP,2017-02-20 03:18:00,174,SCEL,MPTO,CMP,20,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-21 03:20:00,174,SCEL,MPTO,CMP,2017-02-21 03:18:00,174,SCEL,MPTO,CMP,21,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-22 03:20:00,174,SCEL,MPTO,CMP,2017-02-22 03:21:00,174,SCEL,MPTO,CMP,22,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-23 03:20:00,174,SCEL,MPTO,CMP,2017-02-23 03:09:00,174,SCEL,MPTO,CMP,23,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-24 03:20:00,174,SCEL,MPTO,CMP,2017-02-24 03:18:00,174,SCEL,MPTO,CMP,24,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-25 03:20:00,174,SCEL,MPTO,CMP,2017-02-25 03:13:00,174,SCEL,MPTO,CMP,25,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-26 03:20:00,174,SCEL,MPTO,CMP,2017-02-26 03:13:00,174,SCEL,MPTO,CMP,26,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-27 03:20:00,174,SCEL,MPTO,CMP,2017-02-27 03:07:00,174,SCEL,MPTO,CMP,27,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-28 03:20:00,174,SCEL,MPTO,CMP,2017-02-28 03:12:00,174,SCEL,MPTO,CMP,28,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-01 06:18:00,249,SCEL,MPTO,CMP,2017-02-01 06:20:00,249,SCEL,MPTO,CMP,1,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-02 06:18:00,249,SCEL,MPTO,CMP,2017-02-02 06:26:00,249,SCEL,MPTO,CMP,2,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-03 06:18:00,249,SCEL,MPTO,CMP,2017-02-03 06:12:00,249,SCEL,MPTO,CMP,3,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-04 06:18:00,249,SCEL,MPTO,CMP,2017-02-04 06:11:00,249,SCEL,MPTO,CMP,4,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-05 06:18:00,249,SCEL,MPTO,CMP,2017-02-05 06:38:00,249,SCEL,MPTO,CMP,5,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-06 06:18:00,249,SCEL,MPTO,CMP,2017-02-06 06:22:00,249,SCEL,MPTO,CMP,6,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-07 06:18:00,249,SCEL,MPTO,CMP,2017-02-07 06:16:00,249,SCEL,MPTO,CMP,7,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-08 06:18:00,249,SCEL,MPTO,CMP,2017-02-08 06:16:00,249,SCEL,MPTO,CMP,8,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-09 06:18:00,249,SCEL,MPTO,CMP,2017-02-09 06:10:00,249,SCEL,MPTO,CMP,9,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-10 06:18:00,249,SCEL,MPTO,CMP,2017-02-10 06:26:00,249,SCEL,MPTO,CMP,10,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-11 06:18:00,249,SCEL,MPTO,CMP,2017-02-11 06:10:00,249,SCEL,MPTO,CMP,11,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-12 06:18:00,249,SCEL,MPTO,CMP,2017-02-12 06:20:00,249,SCEL,MPTO,CMP,12,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-13 06:18:00,249,SCEL,MPTO,CMP,2017-02-13 06:27:00,249,SCEL,MPTO,CMP,13,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-14 06:18:00,249,SCEL,MPTO,CMP,2017-02-14 06:28:00,249,SCEL,MPTO,CMP,14,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-15 06:18:00,249,SCEL,MPTO,CMP,2017-02-15 06:22:00,249,SCEL,MPTO,CMP,15,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-16 06:18:00,249,SCEL,MPTO,CMP,2017-02-16 06:22:00,249,SCEL,MPTO,CMP,16,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-17 06:18:00,249,SCEL,MPTO,CMP,2017-02-17 06:12:00,249,SCEL,MPTO,CMP,17,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-18 06:18:00,249,SCEL,MPTO,CMP,2017-02-18 06:32:00,249,SCEL,MPTO,CMP,18,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-19 06:18:00,249,SCEL,MPTO,CMP,2017-02-19 06:28:00,249,SCEL,MPTO,CMP,19,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-20 06:18:00,249,SCEL,MPTO,CMP,2017-02-20 06:25:00,249,SCEL,MPTO,CMP,20,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-21 06:18:00,249,SCEL,MPTO,CMP,2017-02-21 06:23:00,249,SCEL,MPTO,CMP,21,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-22 06:18:00,249,SCEL,MPTO,CMP,2017-02-22 06:20:00,249,SCEL,MPTO,CMP,22,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-23 06:18:00,249,SCEL,MPTO,CMP,2017-02-23 06:17:00,249,SCEL,MPTO,CMP,23,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-24 06:18:00,249,SCEL,MPTO,CMP,2017-02-24 06:35:00,249,SCEL,MPTO,CMP,24,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-25 06:18:00,249,SCEL,MPTO,CMP,2017-02-25 06:32:00,249,SCEL,MPTO,CMP,25,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-26 06:18:00,249,SCEL,MPTO,CMP,2017-02-26 06:08:00,249,SCEL,MPTO,CMP,26,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-27 06:18:00,249,SCEL,MPTO,CMP,2017-02-27 06:12:00,249,SCEL,MPTO,CMP,27,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-28 06:18:00,249,SCEL,MPTO,CMP,2017-02-28 06:28:00,249,SCEL,MPTO,CMP,28,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-01 01:42:00,276,SCEL,MPTO,CMP,2017-02-01 01:55:00,276,SCEL,MPTO,CMP,1,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-02 01:42:00,276,SCEL,MPTO,CMP,2017-02-02 01:53:00,276,SCEL,MPTO,CMP,2,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-03 01:42:00,276,SCEL,MPTO,CMP,2017-02-03 01:48:00,276,SCEL,MPTO,CMP,3,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-04 01:42:00,276,SCEL,MPTO,CMP,2017-02-04 01:45:00,276,SCEL,MPTO,CMP,4,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-05 01:42:00,276,SCEL,MPTO,CMP,2017-02-05 01:43:00,276,SCEL,MPTO,CMP,5,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-06 01:42:00,276,SCEL,MPTO,CMP,2017-02-06 01:51:00,276,SCEL,MPTO,CMP,6,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-07 01:42:00,276,SCEL,MPTO,CMP,2017-02-07 01:43:00,276,SCEL,MPTO,CMP,7,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-08 01:42:00,276,SCEL,MPTO,CMP,2017-02-08 01:46:00,276,SCEL,MPTO,CMP,8,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-09 01:42:00,276,SCEL,MPTO,CMP,2017-02-09 01:52:00,276,SCEL,MPTO,CMP,9,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-10 01:42:00,276,SCEL,MPTO,CMP,2017-02-10 01:44:00,276,SCEL,MPTO,CMP,10,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-11 01:42:00,276,SCEL,MPTO,CMP,2017-02-11 01:48:00,276,SCEL,MPTO,CMP,11,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-12 01:42:00,276,SCEL,MPTO,CMP,2017-02-12 01:42:00,276,SCEL,MPTO,CMP,12,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-13 01:42:00,276,SCEL,MPTO,CMP,2017-02-13 01:49:00,276,SCEL,MPTO,CMP,13,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-14 01:42:00,276,SCEL,MPTO,CMP,2017-02-14 01:30:00,276,SCEL,MPTO,CMP,14,2,2017,Martes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-15 01:42:00,276,SCEL,MPTO,CMP,2017-02-15 01:45:00,276,SCEL,MPTO,CMP,15,2,2017,Miercoles,I,Copa Air,Santiago,Ciudad de Panama
2017-02-16 01:42:00,276,SCEL,MPTO,CMP,2017-02-16 01:40:00,276,SCEL,MPTO,CMP,16,2,2017,Jueves,I,Copa Air,Santiago,Ciudad de Panama
2017-02-17 01:42:00,276,SCEL,MPTO,CMP,2017-02-17 01:37:00,276,SCEL,MPTO,CMP,17,2,2017,Viernes,I,Copa Air,Santiago,Ciudad de Panama
2017-02-18 01:42:00,276,SCEL,MPTO,CMP,2017-02-18 01:44:00,276,SCEL,MPTO,CMP,18,2,2017,Sabado,I,Copa Air,Santiago,Ciudad de Panama
2017-02-19 01:42:00,276,SCEL,MPTO,CMP,2017-02-19 01:42:00,276,SCEL,MPTO,CMP,19,2,2017,Domingo,I,Copa Air,Santiago,Ciudad de Panama
2017-02-20 01:42:00,276,SCEL,MPTO,CMP,2017-02-20 01:42:00,276,SCEL,MPTO,CMP,20,2,2017,Lunes,I,Copa Air,Santiago,Ciudad de Panama
